,date,bank,title,rating,text
413,11.02.2018 12:31,Сбербанк России,"Банкомат ""съел"" рублей",1,"..г. я внесла в банкомат № по адресу: г. СПб, Ленинский проспект. д. пачку купюр на общую сумму рублей. Банкомат вернул мне рублей, а зачислил на карту (т.е. ""пропали""). Я позвала сотрудника банка, которая мне посоветовала внести рублей, которые вернули, мол сбой, всё зачислят. Ничего не произошло. Затем я положила рублей, которые были зачислены. В результате из рублей зачислены на мой счёт только . Составлено несколько обращений в банк (срок ответа неоднократно переносился). Ответ - излишки денежных средств по результатам инкассации терминала не обнаружены. Деньги мне не вернули. Обратилась в банк с заявлением предоставить записи видеокамер купюроприёмника и территории около банкомата, на которых видно, что я внесла сумму рублей. Банк ответил отказом, сказав, что если мне нужны записи, то я должна обратиться в правоохранительные органы, что я и сделала ..г. Также я написала обращение на сайт Президента РФ. В Сбербанк ..г. составила новое обращение с просьбой вернуть мне рублей. Срок ответа неоднократное переносился (.., .., ..). ..пришло письмо по электронной почте, что о результатах проведённой проверки и о принятом решении я буду проинформирована в срок до ..г. Это уже несерьёзно, почти месяца пройдёт.  Прошу в течение двух дней вернуть мне рублей."
414,11.02.2018 12:23,Московский Индустриальный Банк,Недоработка при переводе с мультивалютной карты МИНб на валютную карту другого банка.,3,"Здравствуйте МИНб. Не так давно у меня была необходимость перевести с моей мультивалютной карты МИНб на валютную карту в другом банке. Проше говоря я хотел перевести доллары на другую карту. По логике простейшая операция с комиссией. По факту ни в Интернет банке, ни в приложении МИНб нет возможности выбрать для перевода с мультивалютной карты Доллары США.  Перевод пришлось совершать с гигантскими потерями. А именно с $ потери были около $. Я говорю именно о потерях а не о комиссии.Операция происходила не в действие (перевод с карты на карту + комиссия), как было бы наиболее логично, А В ДЕЙСТВИЯ.-покупка рублей по заниженному курсу у МИНб (я потеря)-перевод рублей с моей карты на карту получателя (комиссия)-перевод рублей в доллары по курсу принимающего банка (я потеря)Прошу срочно добавить в переводы мультивалютных карт ""валюту"" для перевода. (как в интернет банк, так и в приложение.)А иначе зачем она мне вообще нужна, если все выгоды связанные с валютной картой за месяц разбиваются об единственную операцию.П.С. и упростите пожалуйста вход в приложение. Процесс входа в любое приложение с повышенным уровнем безопасности происходит в действия, а именно:-открыть приложение-ввести код, нажать ОК.Процесс входа в приложение МИНб выглядит так:-открыть приложение-нажать вход в банк-нажать продолжить (логин уже введен)-ввести код, нажать ОК."
415,11.02.2018 12:10,Почта Банк,"Приятное, вежливое обслуживание.",5,"Обращалась по горячей линии **.** в *:** по вопросу состояния баланса кредитной карты и неверно направленному смс-оповещению. Оператор решила все вопросы, была спокойна, несмотря на то, что я на линии уже минут висела. Была доброжелательна. Позже перезвонила с ответом на решение вопроса. Спасибо, Ангелина за консультацию и мне очень неловко что я заняла так много времени разговора, надеюсь вам там не за звонки платят))"
416,11.02.2018 11:52,Промсвязьбанк,негибкие сотрудники на телефоне,,"Подала через сайт заявку на ипотеку. Перезвонили быстро. Я сказала, что хочу, что имею. Мне, как ИП ответили, что минимальный первоначальный взнос на требуемую сумму должен быть выше. Поэтому я сказала, что пока заявку оставлять не буду. Спустя несколько часов подумала, что можно снизить сумму по ипотеке, чтобы мой первоначальный взнос соответствовал требованиям. Оставила заявку на сайте повторно. Но сайт отказал, предложив самостоятельно звонить в банк. По телефону мне тоже отказали в приеме предварительной заявки. Дали телефон отделения, который занимается ипотекой... В общем, всех этих танцев с бубнами можно было бы избежать, если бы мне первый оператор сразу предложил снизить сумму по ипотеке... А сейчас...Почему Вы не научили своих сотрудников предлагать другие варианты заявки? Почему они у вас такие не гибкие?"
417,11.02.2018 11:52,ОТП Банк,Страховка по кредиту,,"января я взял товар в кредит на года. Сотрудница ОТП банка, как обычно, сказала, что без страховки кредит не одобрят, но после получения кредита от страховки можно отказаться, что ежемесячный платёж составит ,руб., но после отказа от страховки ежемесячный платёж уменьшится на ,руб. В тот же день, января , я написал отказ от страховки, который при мне электронной почтой был отправлен в головной офис ОТП банка. Сотрудница ОТП банка сказала, что этот отказ рассмотрят в течение дней, после чего позвонят мне и скажут новую сумму ежемесячного платежа. В течение этих дней я неоднократно заезжал в магазин, чтобы узнать пересчитали ли мне ежемесячный платёж, и каждый раз мне говорили, что ещё не пересчитали. По истечении дней мне порекомендовали позвонить по ""горячему номеру"" и узнать там. Сотрудник ОТП банка, приняв мой звонок по сказал, что мой отказ от страховки до них не дошёл, так как они его не видят и посоветовал обратиться в тот магазин, где я брат кредит. января я снова пришёл в магазин узнать в чём дело? Мне сказали, что может произошёл какой-то сбой, где-то что-то затерялось и т.д. Вообщем я снова написал отказ от страховки января и снова при мне они отправили его электронной почтой в головной офис. -й взнос пришлось заплатить в полном объёме. Хотелось бы узнать что там с моим отказом от страховки и когда мне пересчитают ежемесячный платёж? Договор №. Спасибо. Андрей"
418,11.02.2018 11:31,Банк «Советский»,Окончание срока вклада в воскресенье,4,"Добрый день! Пыталась написать на сайте банка, но выдало errow. В Банке Советский был открыт вклад № У-/-от ... По Договору п... дата окончания срока вклада ... При заказе денег за три дня - хотела получить не там где открывала: мне предложили забрать вклад и % ..в понедельник. Я все получила, спасибо! Сегодня случайно узнала о статье ГК РФ про перенос даты, если окончание срока в выходной! Согласно п. .. Договора % начисляются до дня окончания срока вклада включительно Однако в расшифровке по начислению % видно, что % начислены по ..включительно. Получается мне не додали % за день - февраля. Конечно сумма не глобальная, но осадок то остается. Интересно зачем банку юр. отдел, если не соблюдается законодательство. И выдадут ли мне % за перенесенный день? Ваше мнение? Спасибо за внимание"
419,11.02.2018 11:26,Киви Банк,После разблокировки счета - пропали деньги,1,"Год назад беспричинно заблокировали кошелек, очень много времени и сил потратил на то чтобы разблокировать, но все тщетно, на счете находилось примерно тыс. рублей.Месяц назад, в очередной раз пробую зайти в кошелек и происходит ""чудо"", вместо сообщения о блокировки я удачно вхожу в аккаунт. Баланс - , транзакции какие либо отсутствуют. Круто! Заблокировали счет, списали деньги и разблокировали. Настоящий рейдерский захват счетов, очень не рекомендую держать свои сбережения в этом ""банке"""
420,11.02.2018 11:10,Совкомбанк,Абсолютно не клиентоориентированный банк.,1,"Доброго времени суток.Ситуация следующая: у меня платеж по кредиту -число каждого месяца. Я оплатил кредит января, до наступления даты платежа. Но по прошествии нескольких дней получил звонок из банка, с вопросом, почему не оплатил кредит. Сумма ежемесячного платежа рублей, банк не досчитался рублей. После недолгого разбирательства выяснилось, что счет арестовали судебные приставы на сумму взыскания штрафа на . Банк мне сразу заявил, что я должен доплатить рублей. Я пошел другим путем - решать вопрос с судебными приставами. И решил-таки, приставы сняли арест со счета и отправили соответствующее постановление в Банк (сделано это было ..г.) Для ускорения процесса приставы отправили и обычной почтой и электронной почтой (feedback@sovcombank.ru), причем отправить на этот адрес электронной почты мне посоветовал сотрудник банка. То есть со своей стороны я организовал и сделал все, как можно быстрее. Осталось только сотрудникам Совкомбанка проверить почту и снять арест со счета и списать деньги в счет погашения кредита, но сотрудники отдела взысканий не хотят этого делать, настаивая на том, что я должен внести еще рублей на счет, причем они даже не могут мне толком ответить смогут ли они потом эти деньги списать с него (все-таки счет арестован). И всячески угрожают пенни и порчей кредитной истории.  Я прекрасно понимаю, что банку выгодна эта ситуация, что бы снять с меня как можно больше пенни. Именно поэтому я утверждаю, Совкомбанк абсолютно не клиентоориентированный банк, ведь чтобы решить мой вопрос нужно только найти письмо от приставов от .., но это же надо напрягаться, лучше лупить с клиента пенни. Спасибо вам за Вашу ""отличную"" работу."
421,11.02.2018 11:09,ДельтаКредит,БЛАГОДАРНОСТЬ,5,"Выражаю благодарность в помощи при оформлении ипотеки сотруднику Савченко Сергею,а так же всем сотрудникам банка в помощи при оформлении и проведении сделки. Быстро,удобно! Сами подготовили все договора купли-продажи,сами зарегистрировали сделку,продавцу и покупателю не нужно самим ни куда ехать. Спасибо всем!!!"
422,11.02.2018 10:52,Восточный Банк,Перестаньте звонить!,1,"Добрый день! Прошу Вас отозвать мои согасия на обработку персональных данных, больше терпеть ваши звонки - невозможно.  целенаправлено достают звонками и предлагают карты и кредиты, это уже переходит все грани разумного, извините, но мне от Вас ничего не надо. Всем операторам уже по несколько раз говорилось, что ограничьте звонки на мой номер, и вот сегодня ..в :с номера +() --поступил очередной звонок. Прекратите звонить! Спасибо"
423,11.02.2018 10:12,Почта Банк,УЖАСНЫЙ БАНК,1,"Ужасный банк!!! НЕ РЕКОМЕНДУЮ ЭТОТ БАНК !!! Был кредит в лето банке давно закрытый , оплачивал кредит Почта банка через приложение  деньги зачислились на счёт лето банка и из за того что мои средства поступили на этот счёт мне пришлось платить ещё рублей хотя кредит давно закрыт! У банка нет лояльности к своим клиентам за то что я оплачиваю кредит приходится вносить дополнительные денежные средства! Сотрудники внятного ответа не дают!!!"
424,11.02.2018 10:12,Совкомбанк,Отказ сотрудника банка подтвердить свои полномочия,1,"Доброе утро! Вчера (..потратила  час  времени,  пытаясь с  родителями  открыть вклад.  Они у меня  пожилые,  я их  сопровождала.  Договор ожидали  минут ,  при прочтении  выяснилось, что  в нем  в шапочке  написано:  в лице  ФИО,  действующей по доверенности.  И все!  Ни номера, ни даты.  Попросили сотрудницу  показать свою доверенность,  чтобы убедиться  имеет ли она  вообще отношение к этому банку.  Получили ответ,  что она ее сама  не видела????  И ,наверно, она  есть , раз она  работает в банке????  Позвольте, т.е.,  сотрудникам не оформляют доверенность ? Дальше еще интересней!Вообще нет ссылки на место оформления договора, банк в Костроме. При закрытии %% получать в Костроме, либо в ДО, где оформляли вклад. Но ссылки на ДО нет! Жаль потраченного времени! Конечно ушли. Сейчас рынок наводнен различными предложениями, ушли со своими денежками в другой банк. Вопрос к СовКомбанку: птицам деньги не нужны? Или именно расчет на обман, а потом не признание такого договора?"
425,11.02.2018 10:10,Русский Стандарт,Банк осуществляет не правомерные обзвоны друзей и родственников,1,"Не давно я задавал вопрос банку http://www.banki.ru/services/questions-answers/?questionId=Мне быстро перезвонили из банка и попросили предоставить на их почту discover@rsb.более подробную информацию, что я и сделал (телефоны кому кто звонил, даже аудио записи звонков) Затем перезвонили и попросили извинение сказав, что это безобразие прекратится и не мог бы я в замен сделать запись на Банки.ру что конфликт улажен! Я наивный так и сделал! Но не прошло и двух недель как всё вернулось на круги свои!Снова я написал на почту баку и попросил их ответить на мои вопросы и не получил ни ответа ни звонка ! Далее само письмо :-Александр Обухов <desant_@list.ru> Кому: discover@rsb.февраля, :Доброго времени суток! Прежде чем, будем дальше общаться на сайте http://www.banki.ru, хочу задать вам вопрос:- Почему наше с вами соглашение не действует? А именно, ниже изложенное письмо на которое вы своевременно  откликнулись, буквально ..примерно в часов дня позвонил ваш сотрудник с номера ----и попросил меня уладить конфликт и больше мне и моей супруге и тем более нашим друзьям и коллегам по работе звонков поступать не будет, в замен девушка попросила написать отзыв на банки ру  что конфликт исчерпан, что я и сделал! Но вчера в первой половине дня начали поступать звонки от друзей моей супруги, что звонили из банка русский стандарт и расспрашивали, что с Кристиной Викторовной и почему она не берёт трубку? давно её знают? где работает?Звонил сотрудник Валютин Ильнар Рассимович (фио записал со слов знакомых которым звонили) с номера +----После чего моя супруга звонила непосредственно на данный номер с целью узнать почему её разыскивает данный сотрудник (звонок записали на диктофон). Номер телефона переключился на центр вашего банка, где ей после выяснения обстоятельств предложили составить жалобу. Номер жалобы от ..Сегодня пришло смс уведомление, что её номер исключен из номеров об звона, меня данный ответ не устраивает, примерно в -мы позвонили на номер ----с просьбой разъяснить причину ваших обзвонов, но вразумительного ответа мы не получили. Я считаю, что ваш сотрудник осуществляет не законный сбор информации с целью надавить психологически на меня через родственников и друзей. Очередной раз вам ответственно заявляю, что я Обухов Александр Викторович и моя супруга Обухова Кристина Викторовна не являемся поручителями Обухова Максима Викторовича в отношении которого ведётся данная процедура давления на меня.Итог: прошу перезвонить мне завтра в течении дня на номер для решения проблемы!                                        С уважение Обухов Александр ! Вторник, января , :+:от Александр Обухов <desant_@list.ru>: Здравствуйте, Алексей Ходырев, спасибо за своевременный отклик!http://www.banki.ru//services/questions-answers/?questionId=На мой номер ----крайний звонок от представителя банка Русский стандарт был ..в -Звонок супруге на номер ----звонили с настойчивыми расспросами в декабре прошлого г номер не вспомнюЗвонок подруге моей жены на номер ----так же поступил ..в вечернее время от того же представителя что и мне с номера +(аудио запись прилагаю в двух прикреплённых файлах)Звонки осуществляются регулярно раз в месяц весьма настойчиво  с мобильных номеров и редко со стационарных.Прошу провести проверку и прекратить это, в противном случае я вынужден буду обратится с жалобами в полицию, прокуратуру и центробанк!!С уважением, Обухов Александр Викторович!"
426,11.02.2018 9:41,Сбербанк России,Двойное списание за покупки в интернете,1,"..Купила билеты из Милана в Венецию на сайте жд вокзала Милана, конечно же сумма в евро, стоимость списали сразу по курсу Сбербанка на этот день. Я проверила в мобильном банке, сколько баланс карт остался, успокоилась. На следующий день я захожу в онлайн банк, чтобы перевести деньги, и увидела, что с одной из карт (по которой я покупала билеты) списаны деньги, сумма небольшая, но за что? в итоге пошла в сбербанк, чтобы узнать, специалист банка сообщает, что покупка билетов прошла следующим днем (а ..у сбербанка повысился курс продаж евро, а курс центробанка наоборот снизился), и это был перерасчет по курсу на число.  Девушка помогла написать претензию, мне перезвонили из Москвы через дня, сказали, что претензии по разнице курсов они не принимают, и ничего делать не будут, я спросила, а если бы курс понизился, и они бы мне разницу вернули, на что оператор на телефоне не прокомментировала, В итоге я так и не поняла, почему ..у меня списали сумму за билеты все верно по курсу, а провели только ..г и решили раз курс повысился, то еще денег снимем. Я спросила сколько дней еще будут списывать деньги за билеты, если курс у вас каждый день растет. Решила, что с карт данного банка больше оплачивать покупки не буду. Будьте аккуратнее!!!"
427,11.02.2018 9:34,Киви Банк,Обобрали студента,1,"Ну что сказать, как проблема такая же как и большинства. Киви без причинно блокирует счета, и даже имея все документы, придется долго добиваться разблокировки, в моем случае уже как месяцев они все еще не разблокировали, эх нужна вам было у студента последнее забрать??? Ну и подавитесь моей тысячей рублей!!"
428,11.02.2018 9:17,Яндекс.Деньги,Некомпетентный оператор,1,"Совершила покупку и деньги перевела на Сбербанк Мир, прошло часа продавец деньги не получил, ..г в :я позвонила в техподдержку Яндекс банка, ответил оператор мужского пола (имя не помню). Объяснив ему ситуацию он мне заявил что они не работают с платёжной системой Мир, я ему говорю не получится ли так что я сейчас с другой карты оплачу и здесь деньги уйдут и там, вообщем заплачу два раза. Он посмеялся сказал что такого не произойдёт и деньги мне вернуться на счёт в течении дней. Точно? Точно! Ну ок. Верим. Через дня со мной связывается продавец и говорит что я два раза оплатила. Я не удивилась если честно! Спасибо что попался добросовестный продавец и вернул мне деньги. Уважаемые Яндекс деньги! Займитесь обучением, информированием, тестированием своих сотрудников!!!! Работают бездари, сами не знают что продают и какие услуги предоставляют. И ещё почему в кошельке нельзя просмотреть что куда и когда я переводила, в каждом банке, кошельке можно распечатать или хотяб сформировать квитанцию!"
429,11.02.2018 8:59,Почта Банк,Отличная работа сотрудника Банка,5,"Клиентом Почта Банк я стал не так давно. Хочу поделиться своим мнением и впечатлениями о банке и работница банка. Не зря говорят, что лицо Банка - это работники банка. Я проживаю на Сахалине, г. Холмск. Я открыл сберегательный счет к которому мне выдали карту МИР, что меня очень приятно удивило. Прошло какое то время и я решил положить скромную денежную сумму на счет. Ведь на остаток средств копится процент.  И вот, прийдя в отделение Почта Банк, которое находится по адресу г. Холмск, ул. Ленина . Там меня встретила работница банка.  Улыбчевая девушка, приятной внешности, сразу предложила мне помощь т. к у меня возникли сложности с банкоматом. По каким то причинам, банкомат не принимал мои купюры. После нескольких неудачных попыток положить деньги через банкомат, Екатерина Рыкова, так звали работницу Банка, предложила мне проехать с ней, в ее обеденный перерыв, в другое отделение Почта Банк, расположенное по Советской . Меня удивило предложение Екатерины, не думал, что может быть такая заинтересованность в клиенте, чтоб решить какую то проблему. Мы сели в машину Екатерины и поехали в другое отделение.  Приехав туда, попытки наши не увенчались успехом.  Екатерина поменяла мои купюры на другие у работников почты.  После чего мы успешно смогли положить денежные средства на мой счет.  Обязательно вернусь в тот банк, где мне выдали купюры, чтоб выяснить, что за деньги они мне дали. Хочу сказать большое спасибо Екатерине и всем тем, кто воспитывает таких замечательных, отзывчивых и понимающих работников.  Процветания Вашему Банку!"
430,11.02.2018 8:56,Совкомбанк,Неадекватная служба взыскания,1,"По ""счастливой"" случайности купил два года назад сим-карту Теле, на которую стали поступать звонки из Совкомбанка по видимо бывшему владельцу номера, некой Кристины Владимировны. На слова о том, что я не имею отношения к ней никакой реакции, как звонили так и продолжают звонить, как роботы. Уже два года!!!Разговаривают по-хамски,  бесцеремонно.  Обращался на горячую линию банка, все объяснил.  Пришло смс, что вы ДОЛЖНЫ предоставить документы на сим-карту. Ребята, я вам НИЧЕГО НЕ ДОЛЖЕН, я с вами дел не имел и не собираюсь уже, ввиду вашей полной неадекватности. Хотите - звоните дальше, бейтесь как бараны об стену, телефон легко меняется, а впечатление о вас уже нет."
431,11.02.2018 8:48,ВТБ,Не приняли заявленик,2,"Добрый день! Вчера перевела со своей карты деньги на карту своей знакомой. Оказалось, что это мошенничество. В течении десяти минут после перевода позвонила на горячую линию ВТБ, меня выслушали, сказали, что деньги ещё не ушли получателю и нужно обратиться в отделение моего банка, чтобы написать заявление. Я прибежала в отделение, меня там отфутболили, сказав, что к заявлению они должны приложить подтверждение операции, а они ее не видят. Таким образом, время, в течении которого ещё можно было вернуть деньги, пока они не поступили на карту,скорее всего упущено. И теперь я вообще не могу вернуть свои деньги, только через суд. Почему такое отношение к вашим клиентам? Почему нельзя объяснить все нормально? Как можно было не помочь в такой ситуации, ведь деньги были ещё как бы на моём счёте, хотя у меня они уже были списаны? Почему в Сбере есть отмена перевода, а у вас нет? Для меня эти деньги достаточно большие, хотя своейвины в этой ситуации я не отрицаю, но почему нельзя было помочь вовремя провести все необходимые операции!?"
432,11.02.2018 8:14,ВТБ,Банкоматы,1,"Добрый день! Возникает необходимость в услугах банкомата в выходные дни. Пользуюсь услугами банка несколько лет. Ранее вход в помещение где установлены банкоматы был осуществлен в выходные дни с помощью электромагнитного замка с помощью банковских карт. В настоящее время это не работает. Помещение находится в общей доступности всем, его очень облюбовали бомжи. Зайти, а тем более дышать там не представляется возможным. За два месяца случилось три раза посетить эти банкоматы в выходной день,,,,это просто ужас, отвратительно. Сегодня ..было последнее посещение. У входа в банк человеческие испражнения, возле банкоматов спящий бомж, в общественном туалете пахнет лучше. Ужасные впечатления как о данном отделении банка, так и о руководстве. Не думаю,что руководство не знает о данной ситуации. Ведь они утром приходят на работу после выходных,,,и дышут сами этим. Спасибо."
433,11.02.2018 7:01,Русский Стандарт,Блокировка денег клиентов,2,"Утро доброе!Хотел выпустить себе дебетовую карту с индивидуальным дизайном. Час на портале банки ру читал отзывы у меня появились вопросы! На каком основание вы блокируйте деньги клиентов? для чего и зачем? это не ваши деньги а деньги клиента и откуда они у них появились это не ваше дело!  я смотрю вы возомнили себя богом я занимайтесь самоуправством!! и почему клиенты должны бегать собирать документы и доказывать откуда у них появились деньги на карте? Вам не кажется что это не ваше дело? и на закон мне не ссылайтесь там в законе про крупные деньги а вы блокировали у людей от т.р. и какие суммы денег вы будете блокировать?Конкретное суммы от ск и до ск? Ссылку на банк мне не давать а ответить здесь четко ясно и понятно было всем? Почему то в других банках нет такого безобразия? Есть дебетовые карты из других банков, кручу там деньги от до т.р и не каких требовании мне не выставляли что типа откуда у меня такие деньги и ни кто не блокировал мои деньги! почему у вас так объясните конкретно? От вашего конкретного и ясного ответа будет зависит буду ли я оформлять дебетовую карту в вашем банке!"
434,11.02.2018 6:55,Сбербанк России,Благодарность,5,"Добрый день! Пишу по просьбе своей мамы - пенсионерки, инвалида группы. В декабре года у мамы закончился срок действия карты, на которую зачислялась пенсия. В связи с обострением хронических заболеваний мама несколько месяцев не могла выходить из дома и съездить в офис банка, чтобы получить карту вообще не представлялось возможным. Мама очень сильно переживала по поводу того, что карта стала недействительной, и что она не знает зачислена пенсия или нет. Тогда на помощь к нам пришла замечательный человек - руководитель ВСП /Рулевская Наталья Васильевна. Когда я обратилась в офис и рассказала о нашей проблеме, Наталья Васильевна, внимательно выслушав, предложила оформить заявку о выдаче карты на дому. Спасибо ей за это огромное!!! Так же хочется поблагодарить сотрудников ЦОПП - Ермакову Ирину Михайловну и Савватееву Ирину Владимировну, которые оперативно отработали наше заявление, и через несколько дней мама уже держала в руках свою перевыпущенную карту.  И тогда мама сказала: ""Сбербанк всегда рядом - это не просто слова. Это действительно так. Успехов ему и процветания!!!"""
435,11.02.2018 6:43,Восточный Банк,Выдали кредит без моего обращения,,"Пришла СМС: ""лимит по Вашей карте восстановлен на руб. Вам доступно руб. Желаем приятных покупок! ПАО КБ ""Восточный"". Я обращалась в банк в ноябре месяце к начальнику кредитных менеджеров Хабаровска на Ленина , или , сейчас в программе -ГИС офис не обозначен. Выразила желание полного закрытия по двум кредитным продуктам. Предложенные для этой цели бланки заполнила. Почему кредитка ""всплыла"" опять? Кредитные деньги мне не нужны под такой процент. По горячей линии предложено обратиться в отделение банка. Так я уже обращалась. Считаю это небезопасным для себя, так как полагаю, что в офисе банка я ранее была подвергнута гипнозу. Прошу представителя банка проследить за исполнением моего заявления на закрытие кредитных продуктов, поданного в начале ноября г."
